date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex.1,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,location,date,new_cases,new_deaths,total_cases,total_deaths
2020-02-29,1,-2,0.4,5.4,1,1,38,09:29 AM,No moonset,07:23 AM,06:03 PM,-5,-6,-1,-6,22,84,73,0.7,1006,1,8,255,17,Russia,2020-02-29,0.0,0.0,2.0,0.0
2020-03-01,3,-4,0.0,5.4,1,1,44,09:46 AM,12:27 AM,07:20 AM,06:05 PM,-3,-4,1,-4,27,88,76,0.0,1010,3,10,199,18,Russia,2020-03-01,0.0,0.0,2.0,0.0
2020-03-02,3,1,0.7,5.4,1,1,51,10:07 AM,01:40 AM,07:18 AM,06:07 PM,1,-2,2,-2,25,100,92,6.3,1011,3,8,210,16,Russia,2020-03-02,0.0,0.0,2.0,0.0
2020-03-03,3,-6,1.0,5.5,1,1,58,10:35 AM,02:53 AM,07:15 AM,06:09 PM,2,-2,2,-2,17,100,96,4.2,1012,3,6,164,11,Russia,2020-03-03,1.0,0.0,3.0,0.0
2020-03-04,4,2,0.0,5.5,1,1,65,11:15 AM,04:03 AM,07:13 AM,06:11 PM,2,0,3,0,15,98,93,0.9,1018,4,5,117,10,Russia,2020-03-04,0.0,0.0,3.0,0.0
2020-03-05,5,0,0.0,5.5,1,1,73,12:08 PM,05:06 AM,07:10 AM,06:13 PM,2,-1,3,-1,35,100,88,0.0,1017,5,10,150,23,Russia,2020-03-05,0.0,0.0,3.0,0.0
2020-03-06,6,4,0.0,5.5,1,1,80,01:19 PM,05:57 AM,07:07 AM,06:15 PM,2,1,5,1,28,98,83,0.2,1011,6,10,177,19,Russia,2020-03-06,1.0,0.0,4.0,0.0
2020-03-07,8,4,0.0,5.6,1,1,87,02:42 PM,06:35 AM,07:05 AM,06:17 PM,4,4,6,4,19,98,90,0.3,1013,8,7,150,12,Russia,2020-03-07,3.0,0.0,7.0,0.0
2020-03-08,8,3,0.0,5.6,1,1,95,04:13 PM,07:05 AM,07:02 AM,06:19 PM,3,4,6,4,15,85,83,4.7,1015,8,8,280,10,Russia,2020-03-08,0.0,0.0,7.0,0.0
2020-03-09,9,2,0.0,8.6,1,1,100,05:47 PM,07:27 AM,07:00 AM,06:21 PM,1,4,5,4,12,56,76,0.0,1020,9,10,182,8,Russia,2020-03-09,0.0,0.0,7.0,0.0
2020-03-10,8,4,0.0,5.8,1,1,100,07:20 PM,07:46 AM,06:57 AM,06:23 PM,4,4,6,4,10,95,92,13.3,1012,8,9,279,6,Russia,2020-03-10,0.0,0.0,7.0,0.0
2020-03-11,7,5,0.0,5.9,1,1,84,08:53 PM,08:02 AM,06:54 AM,06:25 PM,4,4,5,4,12,98,93,3.5,1000,7,7,161,7,Russia,2020-03-11,0.0,0.0,7.0,0.0
2020-03-12,7,4,0.0,8.7,1,1,76,10:24 PM,08:19 AM,06:52 AM,06:27 PM,0,1,5,1,29,81,72,2.6,995,7,8,250,21,Russia,2020-03-12,13.0,0.0,20.0,0.0
2020-03-13,5,3,0.0,5.9,1,1,69,11:55 PM,08:36 AM,06:49 AM,06:29 PM,-1,0,5,0,43,86,66,5.7,992,5,10,265,32,Russia,2020-03-13,14.0,0.0,34.0,0.0
2020-03-14,7,1,0.0,5.9,1,1,62,No moonrise,08:58 AM,06:47 AM,06:31 PM,-2,1,4,1,24,83,75,8.6,1000,7,8,229,19,Russia,2020-03-14,0.0,0.0,34.0,0.0
2020-03-15,-1,-5,6.2,6.0,1,1,55,01:21 AM,09:24 AM,06:44 AM,06:34 PM,-8,-9,-3,-9,25,79,69,8.8,1014,-1,8,349,19,Russia,2020-03-15,0.0,0.0,34.0,0.0
2020-03-16,4,-1,0.0,8.8,1,1,47,02:40 AM,09:59 AM,06:41 AM,06:36 PM,-5,-3,1,-3,22,43,64,0.0,1022,4,10,229,15,Russia,2020-03-16,29.0,0.0,63.0,0.0
2020-03-16,29,17,0.0,7.4,1,1,47,No moonrise,12:10 PM,06:05 AM,06:12 PM,18,23,23,22,5,56,81,7.9,1012,29,7,46,3,Rwanda,2020-03-16,0.0,0.0,5.0,0.0
2020-03-13,26,18,0.0,6.1,1,1,69,09:42 PM,09:56 AM,06:19 AM,06:34 PM,23,27,27,24,23,69,87,34.6,1009,26,8,90,16,Reunion,2020-03-13,0.0,0.0,3.0,0.0
2020-03-14,26,25,0.0,8.8,1,1,62,10:29 PM,10:58 AM,06:20 AM,06:34 PM,23,29,29,26,22,56,88,5.1,1010,26,10,112,17,Reunion,2020-03-14,2.0,0.0,5.0,0.0
2020-03-15,26,24,0.0,7.4,1,1,55,11:19 PM,11:59 AM,06:20 AM,06:33 PM,22,28,28,25,19,53,85,2.0,1008,26,10,105,16,Reunion,2020-03-15,1.0,0.0,6.0,0.0
2020-03-16,27,24,0.0,8.8,1,1,47,No moonrise,12:59 PM,06:20 AM,06:32 PM,22,28,28,25,20,41,80,0.7,1006,27,10,102,17,Reunion,2020-03-16,3.0,0.0,9.0,0.0
2020-03-05,41,23,0.0,11.6,1,1,73,03:08 PM,03:37 AM,07:21 AM,07:14 PM,-11,31,31,32,32,0,8,0.0,1011,41,10,136,19,Saint%20Barthlemy,2020-03-05,0.0,0.0,1.0,0.0
2020-03-06,41,21,0.0,11.6,1,1,80,04:09 PM,04:33 AM,07:20 AM,07:15 PM,-4,31,31,31,29,0,15,0.0,1010,41,10,137,17,Saint%20Barthlemy,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,40,21,0.0,11.6,1,1,87,05:12 PM,05:29 AM,07:19 AM,07:15 PM,-1,30,30,31,27,1,18,0.0,1009,40,10,114,16,Saint%20Barthlemy,2020-03-07,0.0,0.0,1.0,0.0
2020-03-08,40,22,0.0,11.6,1,1,95,06:15 PM,06:22 AM,07:19 AM,07:15 PM,-1,31,31,31,29,16,16,0.0,1009,40,10,129,17,Saint%20Barthlemy,2020-03-08,0.0,0.0,1.0,0.0
2020-03-09,40,22,0.0,10.2,1,1,100,07:19 PM,07:13 AM,07:18 AM,07:15 PM,1,31,31,31,33,23,19,0.0,1010,40,10,120,19,Saint%20Barthlemy,2020-03-09,0.0,0.0,1.0,0.0
2020-03-10,40,21,0.0,11.6,1,1,100,08:20 PM,08:01 AM,07:17 AM,07:15 PM,-1,31,31,31,31,4,19,0.0,1009,40,10,149,19,Saint%20Barthlemy,2020-03-10,0.0,0.0,1.0,0.0
2020-03-11,39,22,0.0,11.6,1,1,84,09:22 PM,08:47 AM,07:17 AM,07:16 PM,-3,30,30,30,26,0,14,0.0,1010,39,10,131,15,Saint%20Barthlemy,2020-03-11,0.0,0.0,1.0,0.0
2020-03-12,39,22,0.0,11.6,1,1,76,10:22 PM,09:33 AM,07:16 AM,07:16 PM,-4,30,30,31,33,0,12,0.0,1010,39,10,117,20,Saint%20Barthlemy,2020-03-12,0.0,0.0,1.0,0.0
2020-03-13,39,22,0.0,11.6,1,1,69,11:23 PM,10:20 AM,07:15 AM,07:16 PM,-3,30,30,31,35,0,13,0.0,1010,39,10,106,22,Saint%20Barthlemy,2020-03-13,0.0,0.0,1.0,0.0
2020-03-14,36,21,0.0,11.6,1,1,62,No moonrise,11:08 AM,07:14 AM,07:16 PM,3,28,28,28,30,1,26,0.0,1012,36,10,249,19,Saint%20Barthlemy,2020-03-14,0.0,0.0,1.0,0.0
2020-03-15,34,18,0.0,11.6,1,1,55,12:22 AM,11:59 AM,07:14 AM,07:16 PM,10,25,25,25,30,0,51,0.0,1012,34,10,342,20,Saint%20Barthlemy,2020-03-15,0.0,0.0,1.0,0.0
2020-03-16,35,18,0.0,11.6,1,1,47,01:21 AM,12:51 PM,07:13 AM,07:17 PM,7,26,26,25,36,3,44,0.0,1011,35,10,99,24,Saint%20Barthlemy,2020-03-16,2.0,0.0,3.0,0.0
2020-03-16,27,24,0.0,11.6,1,1,47,12:22 AM,11:59 AM,06:10 AM,06:14 PM,19,27,27,26,17,26,69,0.1,1014,27,10,51,13,Saint%20Lucia,2020-03-16,0.0,0.0,1.0,0.0
2020-03-13,26,26,0.0,7.4,1,1,69,10:25 PM,09:28 AM,06:13 AM,06:15 PM,22,28,28,26,36,66,79,1.1,1013,26,10,90,26,Saint%20Vincent%20and%20the%20Grenadines,2020-03-13,0.0,0.0,1.0,0.0
2020-03-14,26,26,0.0,6.0,1,1,62,11:24 PM,10:17 AM,06:12 AM,06:15 PM,22,28,28,26,31,69,80,8.0,1014,26,9,77,22,Saint%20Vincent%20and%20the%20Grenadines,2020-03-14,0.0,0.0,1.0,0.0
2020-03-15,26,26,0.0,11.6,1,1,55,No moonrise,11:09 AM,06:12 AM,06:15 PM,22,28,28,26,30,39,78,2.1,1014,26,10,71,22,Saint%20Vincent%20and%20the%20Grenadines,2020-03-15,0.0,0.0,1.0,0.0
2020-03-16,26,25,0.0,11.6,1,1,47,12:22 AM,12:02 PM,06:11 AM,06:15 PM,21,28,28,26,22,28,73,0.1,1014,26,10,75,16,Saint%20Vincent%20and%20the%20Grenadines,2020-03-16,0.0,0.0,1.0,0.0
2020-02-29,14,7,0.0,8.7,1,1,38,09:36 AM,11:41 PM,06:48 AM,05:58 PM,1,9,11,9,25,32,51,0.0,1017,14,10,207,15,San%20Marino,2020-02-29,0.0,0.0,1.0,0.0
2020-03-01,14,11,0.0,4.2,1,1,44,10:02 AM,No moonset,06:46 AM,05:59 PM,7,10,12,10,29,77,74,1.5,1007,14,8,168,18,San%20Marino,2020-03-01,0.0,0.0,1.0,0.0
2020-03-02,15,10,0.0,5.8,1,1,51,10:34 AM,12:43 AM,06:45 AM,06:00 PM,7,10,12,10,40,58,72,1.9,999,15,9,175,24,San%20Marino,2020-03-02,0.0,0.0,1.0,0.0
2020-03-03,14,10,0.0,8.7,1,1,58,11:12 AM,01:47 AM,06:43 AM,06:02 PM,5,10,11,10,19,64,68,1.3,997,14,9,206,13,San%20Marino,2020-03-03,7.0,0.0,8.0,0.0
2020-03-04,9,6,0.0,5.8,1,1,65,11:58 AM,02:49 AM,06:41 AM,06:03 PM,5,5,8,5,28,83,82,6.7,1009,9,8,18,20,San%20Marino,2020-03-04,0.0,0.0,8.0,0.0
2020-03-05,12,7,0.0,11.6,1,1,73,12:55 PM,03:49 AM,06:39 AM,06:04 PM,3,7,9,7,18,44,63,0.2,1010,12,9,134,12,San%20Marino,2020-03-05,8.0,0.0,16.0,0.0
2020-03-06,13,7,0.0,8.7,1,1,80,02:01 PM,04:43 AM,06:38 AM,06:05 PM,5,9,10,9,20,58,71,4.8,999,13,9,263,12,San%20Marino,2020-03-06,5.0,0.0,21.0,0.0
2020-03-07,11,6,0.0,7.3,1,1,87,03:15 PM,05:30 AM,06:36 AM,06:07 PM,6,7,9,7,22,64,79,5.9,1009,11,10,234,15,San%20Marino,2020-03-07,3.0,0.0,24.0,0.0
2020-03-08,10,8,0.0,11.6,1,1,95,04:33 PM,06:10 AM,06:34 AM,06:08 PM,2,7,9,7,22,20,61,0.1,1019,10,10,41,15,San%20Marino,2020-03-08,3.0,0.0,27.0,1.0
2020-03-09,12,8,0.0,5.9,1,1,100,05:53 PM,06:45 AM,06:32 AM,06:09 PM,2,8,10,8,16,78,57,0.0,1014,12,10,106,11,San%20Marino,2020-03-09,10.0,0.0,37.0,1.0
2020-03-10,12,7,0.0,8.7,1,1,100,07:13 PM,07:17 AM,06:31 AM,06:10 PM,5,8,10,8,20,40,72,0.0,1017,12,10,250,13,San%20Marino,2020-03-10,12.0,1.0,49.0,2.0
2020-03-11,14,9,0.0,11.6,1,1,84,08:31 PM,07:46 AM,06:29 AM,06:12 PM,5,11,12,11,13,6,62,0.0,1020,14,10,89,8,San%20Marino,2020-03-11,14.0,0.0,63.0,2.0
2020-03-12,16,11,0.0,8.8,1,1,76,09:50 PM,08:15 AM,06:27 AM,06:13 PM,8,13,13,13,13,30,73,0.0,1020,16,10,117,7,San%20Marino,2020-03-12,0.0,0.0,63.0,2.0
2020-03-13,16,11,0.0,10.2,1,1,69,11:06 PM,08:45 AM,06:25 AM,06:14 PM,9,12,13,12,16,49,77,0.0,1015,16,10,133,9,San%20Marino,2020-03-13,0.0,0.0,63.0,2.0
2020-03-14,12,10,0.0,6.0,1,1,62,No moonrise,09:19 AM,06:24 AM,06:15 PM,7,9,11,9,21,85,76,0.3,1016,12,9,28,15,San%20Marino,2020-03-14,3.0,0.0,66.0,2.0
2020-03-15,10,8,0.0,11.6,1,1,55,12:19 AM,09:57 AM,06:22 AM,06:17 PM,2,7,9,7,28,33,60,0.3,1022,10,10,44,20,San%20Marino,2020-03-15,26.0,3.0,92.0,5.0
2020-03-16,11,7,0.0,11.6,1,1,47,01:29 AM,10:41 AM,06:20 AM,06:18 PM,2,8,9,8,10,1,62,0.0,1026,11,10,156,7,San%20Marino,2020-03-16,0.0,0.0,92.0,5.0
2020-03-03,24,11,0.0,8.7,1,1,58,11:40 AM,12:37 AM,06:13 AM,05:57 PM,-6,17,17,17,19,0,22,0.0,1020,24,10,24,11,Saudi%20Arabia,2020-03-03,0.0,0.0,1.0,0.0
2020-03-04,25,11,0.0,8.7,1,1,65,12:30 PM,01:34 AM,06:12 AM,05:57 PM,-4,18,18,18,13,0,22,0.0,1018,25,10,183,8,Saudi%20Arabia,2020-03-04,0.0,0.0,1.0,0.0
2020-03-05,26,12,0.0,8.7,1,1,73,01:26 PM,02:31 AM,06:11 AM,05:57 PM,-4,19,19,19,12,0,22,0.0,1017,26,10,67,6,Saudi%20Arabia,2020-03-05,1.0,0.0,2.0,0.0
2020-03-06,30,15,0.0,8.7,1,1,80,02:28 PM,03:28 AM,06:10 AM,05:58 PM,-4,21,21,22,21,1,18,0.0,1014,30,10,166,13,Saudi%20Arabia,2020-03-06,6.0,0.0,8.0,0.0
2020-03-07,31,19,0.0,8.7,1,1,87,03:34 PM,04:22 AM,06:10 AM,05:58 PM,-4,24,24,25,32,0,16,0.0,1012,31,10,278,20,Saudi%20Arabia,2020-03-07,0.0,0.0,8.0,0.0
2020-03-08,27,15,0.0,8.7,1,1,95,04:40 PM,05:13 AM,06:09 AM,05:59 PM,-2,20,20,20,28,0,23,0.0,1016,27,10,323,19,Saudi%20Arabia,2020-03-08,3.0,0.0,11.0,0.0
2020-03-09,24,13,0.0,8.7,1,1,100,05:48 PM,06:00 AM,06:08 AM,05:59 PM,1,18,19,18,27,0,32,0.0,1017,24,10,186,18,Saudi%20Arabia,2020-03-09,4.0,0.0,15.0,0.0
2020-03-10,26,12,0.0,11.6,1,1,100,06:54 PM,06:43 AM,06:07 AM,06:00 PM,-1,19,19,19,13,0,27,0.0,1017,26,10,91,8,Saudi%20Arabia,2020-03-10,0.0,0.0,15.0,0.0
2020-03-11,27,15,0.0,11.6,1,1,84,08:00 PM,07:26 AM,06:06 AM,06:00 PM,-4,20,20,21,20,15,19,0.0,1017,27,10,143,12,Saudi%20Arabia,2020-03-11,5.0,0.0,20.0,0.0
2020-03-12,29,16,0.0,11.6,1,1,76,09:05 PM,08:07 AM,06:05 AM,06:01 PM,-5,21,21,22,25,41,17,0.0,1016,29,10,149,16,Saudi%20Arabia,2020-03-12,1.0,0.0,21.0,0.0
2020-03-13,30,16,0.0,11.6,1,1,69,10:09 PM,08:50 AM,06:04 AM,06:01 PM,-9,22,22,23,37,20,12,0.0,1013,30,10,157,25,Saudi%20Arabia,2020-03-13,0.0,0.0,21.0,0.0
2020-03-14,25,18,0.0,8.8,1,1,62,11:13 PM,09:35 AM,06:03 AM,06:02 PM,3,21,21,21,30,52,34,0.4,1012,25,9,170,21,Saudi%20Arabia,2020-03-14,41.0,0.0,62.0,0.0
2020-03-15,28,16,0.0,11.6,1,1,55,No moonrise,10:21 AM,06:02 AM,06:02 PM,4,21,21,22,20,6,35,0.0,1011,28,10,333,13,Saudi%20Arabia,2020-03-15,41.0,0.0,103.0,0.0
2020-03-16,27,16,0.0,11.6,1,1,47,12:14 AM,11:11 AM,06:01 AM,06:02 PM,5,21,21,21,19,4,37,0.0,1014,27,10,191,13,Saudi%20Arabia,2020-03-16,0.0,0.0,103.0,0.0
2020-03-03,27,23,0.0,11.6,1,1,58,01:24 PM,01:46 AM,07:25 AM,07:18 PM,15,26,26,25,45,4,52,0.0,1012,27,10,200,21,Senegal,2020-03-03,0.0,0.0,1.0,0.0
2020-03-04,25,20,0.0,11.6,1,1,65,02:16 PM,02:41 AM,07:25 AM,07:19 PM,16,25,25,23,51,1,60,0.0,1012,25,10,182,25,Senegal,2020-03-04,0.0,0.0,1.0,0.0
2020-03-05,26,21,0.0,11.6,1,1,73,03:14 PM,03:38 AM,07:24 AM,07:19 PM,16,25,25,24,45,0,60,0.0,1011,26,10,177,22,Senegal,2020-03-05,3.0,0.0,4.0,0.0
2020-03-06,25,17,0.0,11.6,1,1,80,04:15 PM,04:35 AM,07:23 AM,07:19 PM,17,25,25,23,48,0,64,0.0,1010,25,10,175,23,Senegal,2020-03-06,0.0,0.0,4.0,0.0
2020-03-07,25,18,0.0,11.6,1,1,87,05:18 PM,05:31 AM,07:23 AM,07:19 PM,18,25,25,23,45,0,67,0.0,1009,25,10,165,22,Senegal,2020-03-07,0.0,0.0,4.0,0.0
2020-03-08,25,23,0.0,11.6,1,1,95,06:21 PM,06:24 AM,07:22 AM,07:19 PM,17,26,26,24,41,3,65,0.0,1010,25,10,182,20,Senegal,2020-03-08,0.0,0.0,4.0,0.0
2020-03-09,24,20,0.0,10.2,1,1,100,07:24 PM,07:16 AM,07:21 AM,07:19 PM,18,25,25,23,50,39,70,0.0,1011,24,10,186,25,Senegal,2020-03-09,0.0,0.0,4.0,0.0
2020-03-10,25,20,0.0,11.6,1,1,100,08:24 PM,08:04 AM,07:21 AM,07:20 PM,18,25,25,23,41,6,66,0.0,1010,25,10,171,21,Senegal,2020-03-10,0.0,0.0,4.0,0.0
2020-03-11,26,20,0.0,11.6,1,1,84,09:25 PM,08:51 AM,07:20 AM,07:20 PM,16,25,25,24,41,0,58,0.0,1010,26,10,182,20,Senegal,2020-03-11,0.0,0.0,4.0,0.0
2020-03-12,25,19,0.0,11.6,1,1,76,10:25 PM,09:38 AM,07:19 AM,07:20 PM,16,26,26,24,55,0,58,0.0,1010,25,10,193,26,Senegal,2020-03-12,0.0,0.0,4.0,0.0
2020-03-13,24,17,0.0,11.6,1,1,69,11:25 PM,10:25 AM,07:19 AM,07:20 PM,17,25,25,23,60,0,62,0.0,1010,24,10,192,29,Senegal,2020-03-13,6.0,0.0,10.0,0.0
2020-03-14,24,18,0.0,11.6,1,1,62,No moonrise,11:14 AM,07:18 AM,07:20 PM,17,25,25,22,46,0,68,0.0,1012,24,10,99,24,Senegal,2020-03-14,0.0,0.0,10.0,0.0
2020-03-15,23,15,0.0,11.6,1,1,55,12:24 AM,12:05 PM,07:17 AM,07:20 PM,18,21,24,21,43,0,76,0.0,1012,23,10,96,29,Senegal,2020-03-15,11.0,0.0,21.0,0.0
2020-03-16,23,12,0.0,11.6,1,1,47,01:23 AM,12:57 PM,07:17 AM,07:20 PM,18,21,23,21,49,1,73,0.0,1012,23,10,99,34,Senegal,2020-03-16,5.0,0.0,26.0,0.0
2020-03-06,12,5,0.0,4.2,1,1,80,01:24 PM,04:13 AM,06:06 AM,05:33 PM,2,5,8,5,27,66,65,2.8,1004,12,9,137,17,Serbia,2020-03-06,0.0,0.0,1.0,0.0
2020-03-07,11,7,0.0,4.2,1,1,87,02:38 PM,05:00 AM,06:05 AM,05:34 PM,4,6,8,6,18,74,76,1.0,1010,11,8,313,12,Serbia,2020-03-07,0.0,0.0,1.0,0.0
2020-03-08,9,5,0.0,4.2,1,1,95,03:57 PM,05:40 AM,06:03 AM,05:36 PM,2,5,7,5,15,84,73,0.3,1019,9,10,276,11,Serbia,2020-03-08,0.0,0.0,1.0,0.0
2020-03-09,10,6,0.0,4.3,1,1,100,05:18 PM,06:14 AM,06:01 AM,05:37 PM,3,7,8,7,8,87,72,0.0,1015,10,10,21,6,Serbia,2020-03-09,0.0,0.0,1.0,0.0
2020-03-10,12,6,0.0,5.9,1,1,100,06:38 PM,06:44 AM,05:59 AM,05:38 PM,2,7,9,7,16,83,64,0.1,1016,12,10,303,11,Serbia,2020-03-10,0.0,0.0,1.0,0.0
2020-03-11,13,6,0.0,7.3,1,1,84,07:58 PM,07:13 AM,05:58 AM,05:40 PM,4,9,10,9,13,54,67,0.0,1019,13,10,236,8,Serbia,2020-03-11,11.0,0.0,12.0,0.0
2020-03-12,22,10,0.0,10.2,1,1,76,09:17 PM,07:41 AM,05:56 AM,05:41 PM,7,15,16,15,14,30,59,0.0,1019,22,10,156,9,Serbia,2020-03-12,7.0,0.0,19.0,0.0
2020-03-13,19,6,0.0,10.2,1,1,69,10:34 PM,08:11 AM,05:54 AM,05:42 PM,7,12,13,12,16,45,65,0.2,1016,19,10,184,13,Serbia,2020-03-13,0.0,0.0,19.0,0.0
2020-03-14,13,8,0.0,10.2,1,1,62,11:49 PM,08:44 AM,05:52 AM,05:44 PM,1,9,10,9,13,50,57,0.0,1020,13,10,129,9,Serbia,2020-03-14,12.0,0.0,31.0,0.0
2020-03-15,10,4,0.0,8.8,1,1,55,No moonrise,09:21 AM,05:50 AM,05:45 PM,-1,3,7,3,25,33,59,0.0,1025,10,10,159,18,Serbia,2020-03-15,10.0,0.0,41.0,0.0
2020-03-16,11,2,0.0,11.6,1,1,47,12:58 AM,10:04 AM,05:48 AM,05:46 PM,-5,3,6,3,34,3,44,0.0,1030,11,10,127,24,Serbia,2020-03-16,0.0,0.0,41.0,0.0
2020-03-16,29,27,0.0,11.6,1,1,47,No moonrise,12:29 PM,06:23 AM,06:30 PM,23,32,32,28,25,30,74,0.1,1009,29,10,22,18,Seychelles,2020-03-16,0.0,0.0,2.0,0.0
2020-01-24,30,26,0.0,11.6,1,1,0,06:33 AM,06:54 PM,07:15 AM,07:18 PM,22,30,30,27,28,24,75,0.0,1011,30,10,28,21,Singapore,2020-01-24,0.0,0.0,1.0,0.0
2020-01-25,30,25,0.0,11.6,1,1,0,07:25 AM,07:45 PM,07:15 AM,07:19 PM,22,30,30,27,23,30,75,0.0,1010,30,10,40,17,Singapore,2020-01-25,2.0,0.0,3.0,0.0
2020-01-26,30,26,0.0,11.6,1,1,4,08:14 AM,08:33 PM,07:15 AM,07:19 PM,23,31,31,28,21,29,76,0.1,1009,30,10,50,16,Singapore,2020-01-26,1.0,0.0,4.0,0.0
2020-01-27,30,26,0.0,8.8,1,1,11,09:00 AM,09:19 PM,07:16 AM,07:19 PM,23,31,31,27,21,67,78,0.6,1010,30,10,38,15,Singapore,2020-01-27,0.0,0.0,4.0,0.0
2020-01-28,30,26,0.0,8.8,1,1,18,09:44 AM,10:02 PM,07:16 AM,07:19 PM,24,32,32,28,22,61,79,8.1,1010,30,9,71,15,Singapore,2020-01-28,3.0,0.0,7.0,0.0
2020-01-29,29,23,0.0,6.0,1,1,26,10:25 AM,10:44 PM,07:16 AM,07:20 PM,23,30,30,27,23,67,80,31.2,1011,29,7,216,14,Singapore,2020-01-29,0.0,0.0,7.0,0.0
2020-01-30,30,25,0.0,10.2,1,1,33,11:06 AM,11:25 PM,07:16 AM,07:20 PM,23,30,30,27,25,51,78,1.5,1010,30,10,149,17,Singapore,2020-01-30,3.0,0.0,10.0,0.0
2020-01-31,30,26,0.0,10.2,1,1,37,11:46 AM,No moonset,07:16 AM,07:20 PM,23,31,31,28,31,38,74,0.2,1010,30,10,45,22,Singapore,2020-01-31,3.0,0.0,13.0,0.0
2020-02-01,30,26,0.0,10.2,1,1,49,12:27 PM,12:06 AM,07:16 AM,07:20 PM,23,31,31,28,31,53,77,0.5,1011,30,10,54,22,Singapore,2020-02-01,3.0,0.0,16.0,0.0
2020-02-02,29,26,0.0,7.4,1,1,57,01:09 PM,12:49 AM,07:16 AM,07:20 PM,23,30,30,27,34,60,77,4.8,1011,29,10,29,24,Singapore,2020-02-02,2.0,0.0,18.0,0.0
2020-02-03,30,26,0.0,10.2,1,1,64,01:55 PM,01:33 AM,07:17 AM,07:20 PM,22,30,30,27,31,32,74,0.1,1012,30,10,32,22,Singapore,2020-02-03,0.0,0.0,18.0,0.0
2020-02-04,30,25,0.0,11.6,1,1,72,02:43 PM,02:20 AM,07:17 AM,07:21 PM,22,30,30,27,25,23,75,0.0,1011,30,10,40,18,Singapore,2020-02-04,0.0,0.0,18.0,0.0
2020-02-05,30,25,0.0,10.2,1,1,79,03:36 PM,03:12 AM,07:17 AM,07:21 PM,23,30,30,27,26,42,76,0.2,1010,30,10,29,19,Singapore,2020-02-05,6.0,0.0,24.0,0.0
2020-02-06,30,26,0.0,11.6,1,1,87,04:32 PM,04:07 AM,07:17 AM,07:21 PM,23,30,30,27,27,36,76,0.1,1010,30,10,29,19,Singapore,2020-02-06,4.0,0.0,28.0,0.0
2020-02-07,31,26,0.0,11.6,1,1,95,05:32 PM,05:05 AM,07:17 AM,07:21 PM,22,30,30,28,31,32,73,0.0,1011,31,10,30,23,Singapore,2020-02-07,2.0,0.0,30.0,0.0
2020-02-08,30,25,0.0,11.6,1,1,100,06:32 PM,06:05 AM,07:17 AM,07:21 PM,22,30,30,28,24,36,71,0.0,1011,30,10,31,18,Singapore,2020-02-08,3.0,0.0,33.0,0.0
2020-02-09,29,25,0.0,6.0,1,1,100,07:32 PM,07:05 AM,07:17 AM,07:21 PM,23,30,30,27,32,67,81,39.3,1011,29,7,350,18,Singapore,2020-02-09,7.0,0.0,40.0,0.0
2020-02-10,28,26,0.0,6.0,1,1,83,08:29 PM,08:03 AM,07:17 AM,07:21 PM,24,30,30,27,31,78,84,45.9,1011,28,7,139,17,Singapore,2020-02-10,3.0,0.0,43.0,0.0
2020-02-11,29,26,0.0,6.0,1,1,75,09:25 PM,08:58 AM,07:17 AM,07:21 PM,24,31,31,27,24,73,82,13.1,1011,29,9,51,15,Singapore,2020-02-11,2.0,0.0,45.0,0.0
2020-02-12,29,26,0.0,6.0,1,1,68,10:18 PM,09:51 AM,07:17 AM,07:21 PM,24,31,31,27,29,71,83,28.4,1012,29,8,47,17,Singapore,2020-02-12,2.0,0.0,47.0,0.0
2020-02-13,30,26,0.0,6.0,1,1,60,11:10 PM,10:43 AM,07:17 AM,07:21 PM,24,31,31,28,25,65,79,0.8,1011,30,10,39,18,Singapore,2020-02-13,3.0,0.0,50.0,0.0
2020-02-14,30,26,0.0,11.6,1,1,53,No moonrise,11:34 AM,07:17 AM,07:21 PM,23,31,31,27,24,22,78,0.0,1010,30,10,49,17,Singapore,2020-02-14,8.0,0.0,58.0,0.0
2020-02-15,31,26,0.0,11.6,1,1,45,12:02 AM,12:24 PM,07:17 AM,07:21 PM,23,31,31,27,18,19,76,0.0,1011,31,10,67,13,Singapore,2020-02-15,9.0,0.0,67.0,0.0
2020-02-16,30,25,0.0,10.2,1,1,38,12:54 AM,01:16 PM,07:17 AM,07:21 PM,23,30,30,27,19,38,77,1.0,1012,30,10,71,13,Singapore,2020-02-16,5.0,0.0,72.0,0.0
2020-02-17,32,25,0.0,11.6,1,1,30,01:48 AM,02:09 PM,07:17 AM,07:21 PM,22,31,31,28,22,16,73,0.0,1012,32,10,34,16,Singapore,2020-02-17,3.0,0.0,75.0,0.0
2020-02-18,30,27,0.0,6.0,1,1,22,02:41 AM,03:03 PM,07:16 AM,07:21 PM,23,31,31,28,26,72,75,5.9,1012,30,9,55,18,Singapore,2020-02-18,2.0,0.0,77.0,0.0
2020-02-19,30,26,0.0,7.4,1,1,15,03:35 AM,03:56 PM,07:16 AM,07:21 PM,23,31,31,28,33,66,77,3.5,1012,30,10,32,24,Singapore,2020-02-19,4.0,0.0,81.0,0.0
